,name,sector,positives,negatives,votes,rating
253,AGS Health,Analytics & KPO,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,3.3k,4.0
254,NatWest Group,Banking,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",3.3k,4.0
255,TVS Credit Services Ltd,NBFC,"Salary & Benefits, Company Culture, Work Life Balance",nan,3.3k,4.2
256,Niva Bupa Health Insurance Company,Insurance,"Company Culture, Work Life Balance, Job Security",nan,3.3k,4.1
257,Croma,Retail,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,3.2k,3.8
258,InterGlobe Aviation,Aviation,nan,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",3.2k,3.5
259,Alstom Transportation,Engineering & Construction,Job Security,"Promotions / Appraisal, Work Satisfaction",3.2k,3.7
260,Conduent,BPO,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",3.2k,3.4
261,Indian Air Force,Defence & Aerospace,"Job Security, Skill Development / Learning, Salary & Benefits",nan,3.2k,4.6
262,Tata Technologies,Engineering & Construction,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",3.2k,3.4
263,Tata AIG,Insurance,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,3.2k,4.0
264,GeBBS Healthcare Solutions,BPO,Job Security,"Promotions / Appraisal, Salary & Benefits",3.2k,3.7
265,Allcargo Logistics,Logistics,nan,Promotions / Appraisal,3.2k,3.8
266,UPL,Agro Chemicals,"Job Security, Company Culture, Work Life Balance",nan,3.1k,4.1
267,Marpu Foundation,Non-Profit,"Company Culture, Work Life Balance, Work Satisfaction",nan,3.1k,4.9
268,Max Healthcare,Healthcare,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,3.1k,3.9
269,PepsiCo,Food Processing,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,3.1k,4.0
270,Amazon Transportation Services,Logistics,"Company Culture, Skill Development / Learning, Salary & Benefits",nan,3.1k,4.2
271,Titan Company,Retail,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,3.1k,4.2
272,Dilip Buildcon,Engineering & Construction,Salary & Benefits,"Promotions / Appraisal, Job Security",3.1k,3.9
273,Walmart,Retail,nan,"Promotions / Appraisal, Work Satisfaction, Job Security",3.1k,3.5
274,Mankind Pharma,Pharma,Salary & Benefits,nan,3.1k,3.8
275,Varroc Group,Auto Components,nan,"Promotions / Appraisal, Job Security, Company Culture",3.1k,3.6
276,Jindal Stainless,Iron & Steel,"Job Security, Work Life Balance, Skill Development / Learning",nan,3.1k,4.2
277,S&P Global,Analytics & KPO,"Company Culture, Work Life Balance",Promotions / Appraisal,3k,4.0
278,MSN Laboratories,Pharma,Job Security,"Company Culture, Work Life Balance, Work Satisfaction",3k,3.6
279,Future Group,Retail,"Skill Development / Learning, Company Culture, Work Life Balance",nan,3k,4.2
280,Quest Global,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",3k,3.5
281,Societe Generale Global Solution Centre,IT Services & Consulting,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",3k,3.6
282,Afcons Infrastructure,Engineering & Construction,"Job Security, Skill Development / Learning, Company Culture",nan,3k,4.2
283,Sagility,BPO,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal",3k,3.9
284,Torrent Pharmaceuticals,Pharma,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",3k,4.0
285,IDFC FIRST Bharat,Financial Services,"Salary & Benefits, Company Culture, Work Life Balance",nan,3k,4.2
286,Square Yards,Internet,nan,"Job Security, Work Life Balance, Work Satisfaction",3k,3.6
287,HDFC Sales,Financial Services,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",3k,3.9
288,CMS IT Services,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",3k,3.1
289,ESAF Small Finance Bank,Banking,nan,"Promotions / Appraisal, Work Satisfaction, Company Culture",3k,3.6
290,Ola Electric Mobility,Automobile,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture",2.9k,3.4
291,Zensar Technologies,IT Services & Consulting,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits",2.9k,3.7
292,I Process Services,Recruitment,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",2.9k,3.8
293,ACC,Building Material,nan,Promotions / Appraisal,2.9k,3.9
294,DS Group,FMCG,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,2.9k,4.1
295,Suzlon Group,Power,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",2.9k,4.0
296,Tata Elxsi,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.9k,3.5
297,Eternal Limited,Internet,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Life Balance",2.9k,3.7
298,Fujitsu,IT Services & Consulting,"Work Life Balance, Company Culture",Promotions / Appraisal,2.9k,3.8
299,Bharat Financial Inclusion,Financial Services,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction",2.9k,3.7
300,Shoppers Stop,Retail,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,2.9k,4.0
301,VVDN Technologies,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.9k,3.6
302,Indus Towers,Telecom,nan,"Promotions / Appraisal, Job Security, Work Life Balance",2.9k,3.6
303,Nokia,Telecom,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,2.9k,4.0
304,Apollo Tyres,Auto Components,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,2.9k,4.0
305,Yazaki,Auto Components,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,2.8k,3.9
306,IKS Health,Healthcare,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.8k,3.6
307,Fiserv,FinTech,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.8k,2.9
308,Shree Cement,Building Material,nan,"Promotions / Appraisal, Job Security",2.8k,3.8
309,UnitedHealth,Healthcare,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",2.8k,4.0
310,Britannia,FMCG,"Job Security, Skill Development / Learning",Promotions / Appraisal,2.8k,4.0
311,Landmark Group,Retail,Job Security,Promotions / Appraisal,2.8k,3.8
312,SRF,Chemicals,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,2.7k,4.1
313,Dalmia Bharat Cement,Building Material,"Job Security, Salary & Benefits",Promotions / Appraisal,2.7k,3.9
314,Zepto,Internet,nan,"Job Security, Company Culture, Work Life Balance",2.7k,3.5
315,Blue Dart Express Ltd,Logistics,"Job Security, Company Culture",Promotions / Appraisal,2.7k,3.9
316,Kansai Nerolac Paints,Chemicals,nan,Promotions / Appraisal,2.7k,3.8
317,Exide Industries,Auto Components,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.7k,3.4
318,Tata Electronics,Semiconductors,Job Security,"Promotions / Appraisal, Salary & Benefits",2.7k,3.9
319,Nestlé,FMCG,Salary & Benefits,"Promotions / Appraisal, Work Life Balance",2.7k,3.8
320,Shell,Oil & Gas,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security",2.7k,3.9
321,Whitehat jr,EdTech,nan,"Job Security, Promotions / Appraisal, Company Culture",2.7k,3.3
322,KPMG Global Services,Management Consulting,nan,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",2.7k,3.5
323,ZS,Management Consulting,nan,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",2.7k,3.1
324,Flex,Electronics Manufacturing,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,2.7k,3.9
325,Micro Labs,Pharma,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.7k,3.6
326,Star Health & Allied Insurance,Insurance,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.7k,3.5
327,TVS Supply Chain Solutions,Logistics,nan,"Promotions / Appraisal, Salary & Benefits",2.6k,3.8
328,Capita,BPO,nan,"Promotions / Appraisal, Salary & Benefits, Job Security",2.6k,3.5
329,ElasticRun,Logistics,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",2.6k,3.6
330,KFintech,Financial Services,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.6k,3.4
331,G4S,Law Enforcement & Security,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,2.6k,4.0
332,Voltas,Consumer Electronics & Appliances,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,2.6k,4.0
333,Sonalika Tractors,Automobile,nan,"Promotions / Appraisal, Company Culture, Work Life Balance",2.6k,3.6
334,Ajanta Pharma,Pharma,Job Security,Promotions / Appraisal,2.6k,3.9
335,Blue Star,Consumer Electronics & Appliances,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,2.6k,4.1
336,BlackBuck,Internet,nan,"Job Security, Promotions / Appraisal",2.6k,3.7
337,Exl India,Logistics,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.6k,3.6
338,Care Health Insurance,Insurance,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.6k,3.6
339,Domino's Pizza,Hospitality,"Skill Development / Learning, Salary & Benefits",nan,2.6k,3.9
340,Movate,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.6k,3.1
341,NoBroker,Internet,nan,"Promotions / Appraisal, Work Satisfaction, Job Security",2.6k,3.0
342,Fortis Healthcare,Healthcare,"Job Security, Company Culture, Work Life Balance",nan,2.5k,4.0
343,Adani Power,Power,nan,Promotions / Appraisal,2.5k,3.7
344,Gallagher,Insurance,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",2.5k,3.7
345,Himalaya Wellness,Pharma,"Work Life Balance, Company Culture",Promotions / Appraisal,2.5k,4.0
346,ACT Fibernet,Telecom,"Company Culture, Job Security",Promotions / Appraisal,2.5k,3.9
347,DBS Bank,Banking,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction",2.5k,3.7
348,Sahrudaya Healthcare (Medicover Hospitals),Healthcare,"Company Culture, Work Life Balance, Work Satisfaction",nan,2.5k,4.4
349,Foxconn,Electronics Manufacturing,Job Security,Promotions / Appraisal,2.5k,3.9
350,Physicswallah,EdTech,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",2.5k,3.6
351,Foundever,BPO,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.5k,3.4
352,Tata Advanced Systems,Defence & Aerospace,Job Security,"Promotions / Appraisal, Salary & Benefits",2.5k,3.7
353,Bajaj Electricals,Consumer Electronics & Appliances,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,2.5k,3.9
354,Sterlite Technologies,Hardware & Networking,nan,"Promotions / Appraisal, Job Security",2.5k,3.8
355,BT Group,Telecom,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.5k,3.8
356,Photon Interactive,IT Services & Consulting,"Skill Development / Learning, Salary & Benefits, Company Culture",nan,2.5k,4.1
357,Alldigi Tech,BPO,"Work Life Balance, Job Security",Promotions / Appraisal,2.5k,3.9
358,V-Mart,Retail,"Job Security, Skill Development / Learning, Work Life Balance",nan,2.5k,4.1
359,Sammaan Capital Limited,NBFC,Work Life Balance,Promotions / Appraisal,2.5k,3.8
360,Tractors and Farm Equipment,Industrial Machinery,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,2.5k,3.9
361,IntouchCX,BPO,nan,"Promotions / Appraisal, Job Security, Company Culture",2.5k,2.7
362,Northern Trust Operating Services,Financial Services,nan,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",2.5k,3.6
363,Laurus Labs,Pharma,"Job Security, Salary & Benefits, Company Culture",nan,2.5k,4.3
364,JCB,Industrial Machinery,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,2.5k,3.9
365,Parle Agro,Beverage,"Work Life Balance, Job Security",Promotions / Appraisal,2.5k,3.9
366,Planet Spark,EdTech,"Skill Development / Learning, Company Culture, Work Life Balance",nan,2.4k,3.9
367,Patanjali Ayurved,FMCG,Work Life Balance,Promotions / Appraisal,2.4k,3.9
368,McDonald's,Hospitality,"Skill Development / Learning, Job Security",Salary & Benefits,2.4k,3.8
369,Canara HSBC Life Insurance,Insurance,nan,"Company Culture, Work Satisfaction, Job Security",2.4k,3.6
370,Paras Hospital,Healthcare,"Skill Development / Learning, Work Life Balance, Salary & Benefits",nan,2.4k,4.1
371,Statestreet HCL Services,BPO,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.4k,3.4
372,ICICI Securities,Financial Services,"Job Security, Work Life Balance, Company Culture",nan,2.4k,3.9
373,Emcure Pharmaceuticals,Pharma,nan,"Job Security, Promotions / Appraisal, Company Culture",2.4k,3.6
374,Hero FinCorp,NBFC,"Work Life Balance, Company Culture",Promotions / Appraisal,2.4k,3.9
375,Mahindra Rural Housing Finance,NBFC,"Work Life Balance, Company Culture",Promotions / Appraisal,2.4k,4.0
376,Biocon Limited,Biotechnology,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,2.4k,4.0
377,Intellect Design Arena,Software Product,Job Security,"Promotions / Appraisal, Company Culture, Work Life Balance",2.4k,3.6
378,Mahindra Holidays & Resorts,Hospitality,nan,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",2.4k,3.5
379,Datamatics Global Services,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.4k,3.4
380,Adani Group,Power,Salary & Benefits,Promotions / Appraisal,2.4k,3.8
381,CorroHealth Infotech,Analytics & KPO,Salary & Benefits,"Work Life Balance, Work Satisfaction, Job Security",2.4k,3.6
382,Axis Direct,Financial Services,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.4k,3.6
383,Taj Hotels Resorts and Palaces,Hospitality,"Job Security, Company Culture, Skill Development / Learning",nan,2.4k,4.2
384,3i Infotech,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k,3.4
385,Capgemini Engineering,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.3k,3.4
386,Cholamandalam MS General Insurance,Insurance,nan,"Promotions / Appraisal, Work Satisfaction",2.3k,3.7
387,Cadila Pharmaceuticals,Pharma,nan,"Job Security, Promotions / Appraisal, Company Culture",2.3k,3.3
388,Aditya Birla Group,Metals & Mining,"Job Security, Work Life Balance, Skill Development / Learning",nan,2.3k,4.1
389,Info Edge,Internet,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,2.3k,3.9
390,Syngene International,Clinical Research,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",2.3k,3.8
391,KocharTech,IT Services & Consulting,nan,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",2.3k,3.6
392,Bureau Veritas,Other,Work Life Balance,Promotions / Appraisal,2.3k,3.8
393,Delhi Public School,Education & Training,Skill Development / Learning,Promotions / Appraisal,2.3k,3.8
394,Cybage,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.3k,3.8
395,Aavas Financiers,NBFC,Skill Development / Learning,nan,2.3k,3.9
396,RMSI,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k,3.6
397,Xoriant,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",nan,2.3k,4.1
398,Lifestyle,Retail,"Company Culture, Work Life Balance, Job Security",nan,2.3k,4.2
399,TaskUs,BPO,nan,"Promotions / Appraisal, Job Security, Skill Development / Learning",2.3k,3.1
400,Akums Drugs & Pharmaceuticals Limited,Pharma,"Job Security, Company Culture, Work Life Balance",nan,2.3k,4.2
401,Sopra Steria,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,2.3k,3.9
402,Straive,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k,3.3
403,Kia India,Automobile,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.3k,4.0
404,GVK Emergency Management and Research Institute,Non-Profit,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",2.3k,3.6
405,Eureka Forbes,Consumer Electronics & Appliances,nan,"Promotions / Appraisal, Job Security, Company Culture",2.3k,3.7
406,Sobha,Real Estate,Job Security,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",2.3k,3.8
407,Apollo Pharmacy,Pharma,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.2k,3.7
408,Unacademy,EdTech,nan,"Job Security, Promotions / Appraisal, Work Life Balance",2.2k,2.9
409,Lodha,Real Estate,"Company Culture, Work Life Balance, Job Security",nan,2.2k,4.1
410,Radisson Hotels,Hospitality,"Job Security, Skill Development / Learning, Company Culture",nan,2.2k,4.0
411,Myntra,Internet,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,2.2k,3.9
412,Endurance Technologies Limited,Auto Components,"Skill Development / Learning, Job Security",Promotions / Appraisal,2.2k,3.9
